,userid
7936,82866826
7940,47500408
7949,85862313
7950,33910513
7958,84371132
7959,241626039
7962,210177498
7966,186154929
7970,73187712
7973,254692357
7975,47728342
7976,53155177
7978,46397411
7989,92025878
8007,127426141
8010,44021324
8012,83219649
8016,143339438
8039,85526871
8052,69427304
8054,229911
8055,128706580
8056,190900804
8058,86245871
8061,98928829
8071,183074217
8073,235758386
8076,96233348
8082,48058475
8084,101030173
8111,104032602
8116,107876972
8118,154617624
8133,293478944
8142,188250158
8144,61046224
8154,145754702
8160,175806657
8163,213858385
8169,48395915
8175,56157984
8188,291447290
8190,207477282
8203,47284807
8212,129102620
8218,168031436
8222,176033341
8234,240964291
8235,175423011
8264,45422636
8273,162453723
8274,7203603
8278,163160256
8281,184584285
8284,145320311
8285,257256783
8287,206071342
8288,237724900
8292,271013192
8293,161140815
8302,213610494
8303,181453879
8311,87059822
8314,202376797
8318,150135487
8322,159034250
8323,300669819
8329,249004649
8331,163972488
8333,93313267
8341,166228529
8346,188509200
8348,127208680
8352,169653526
8374,111316830
8389,215769135
8390,300093855
8393,163968268
8394,110824765
8398,48666962
8400,298008741
8411,106259770
8413,75508144
8441,47978182
8449,78707098
8450,39403038
8458,68325099
8459,42849279
8461,52472947
8465,172386260
8474,190074593
8483,239045127
8494,216785107
8498,137222368
8510,205171017
8511,162580876
8513,53826748
8515,48634782
8531,237704094
8563,303883231
8567,58237510
8568,129520075
8588,105736077
8593,137951076
8596,182038346
8604,248754096
8618,51300149
8620,50553129
8646,51941260
8656,93405380
8684,125353580
8692,246103765
8695,198550551
8703,205829374
8713,112547463
8716,158495272
8718,196059860
8725,215562325
8730,254814380
8733,187801454
8734,136668535
8735,120164786
8758,110470534
8773,203440072
8777,168539881
8792,58830050
8801,110478090
8808,82324393
8811,109946857
8823,101731521
8824,106592046
8832,165073598
8843,156426681
8871,94670160
8903,75134679
8927,114617787
8931,170095814
8934,114578751
8939,151662395
8944,106170243
8948,49110638
8958,48845802
8962,202742019
8972,131473057
8988,218323237
8992,294150681
9002,155964819
9022,242287908
9027,58529751
9033,50032397
9035,102268574
9040,79474322
9071,50699197
9074,33071192
9082,71760673
9094,83367883
9096,52672853
9100,141197436
9116,50837658
9145,111498455
9170,172470005
9172,213338273
9181,248444377
9186,77632511
9192,158136791
9193,216364582
9202,13646256
9211,134452836
9217,142706526
9253,214077903
9259,205546094
9285,90304490
9299,120696775
9307,160673726
9314,305912574
9337,159922493
9338,157235483
9341,140050187
9351,25539892
9353,94851051
9359,174226719
9362,104830836
9399,88705345
9400,176449171
9416,219822826
9417,198914333
9435,169054646
9441,250414887
9458,122620165
9461,192772707
9466,294620986
9468,158277459
9473,198850929
9476,210727350
9489,118189718
9495,248216340
9497,102465357
9532,120139965
9536,182295415
9538,102454403
9540,66023189
9541,29706117
9543,82071844
9581,159374866
9583,205058166
9584,177625788
9585,180901075
9586,118086742
9588,118723066
9605,131962554
9612,97686700
9662,147140659
9665,132840940
9670,80471276
9672,144188136
9673,115324976
9714,260320188
9717,215160630
9720,161248480
9723,285926554
9726,226212066
9743,178717672
9763,43248011
9768,119211545
9770,138115430
9772,150397316
9780,216211930
9785,127325079
9786,296439514
9797,155003926
9814,71888942
9834,171759125
9899,274439260
9900,242988245
9902,170650631
9906,204199622
9909,44156169
9917,242523654
9922,119909634
9936,151080401
9937,247887213
9942,302647549
9943,252166407
9945,67713900
9950,55751308
9959,253121356
9964,154145611
9982,248266820
9984,209804171
9994,201022896
9996,247912887
10010,178789623
10017,170215786
10018,218054193
10024,197949629
10028,68337019
10030,269347396
10034,255096684
10055,181291605
10064,116831291
10068,102950472
10089,43455427
10091,88022225
10097,49832324
10098,54934705
10099,72387826
10106,24858005
10109,62418323
10110,57695896
10139,47672756
10144,106238372
10158,172842461
10162,133680143
10163,178932673
10169,213854339
10192,177726145
10223,208799740
10272,71331921
10277,90878103
10278,30503921
10283,39146470
10285,89691468
10288,74695086
10289,56788879
10296,300035772
10297,103984034
10318,285882402
10323,162370266
10330,210109243
10335,181385269
10337,21406272
10340,156039980
10349,58794630
10353,159531216
10355,181900480
10363,85426082
10365,73726855
10366,58330533
10389,40652120
10393,14702137
10394,138044624
10418,49770308
10420,125424716
10456,161535358
10496,181593489
10506,179404476
10508,211180125
10510,16167221
10512,189734107
10525,149505485
10529,287264958
10530,301801801
10534,208127198
10537,174276289
10540,296840195
10576,148928721
10616,62601134
10624,57974873
10633,208798336
10644,121207655
10649,65575604
10672,153956921
10688,196066421
10709,70381757
10711,60343142
10713,101809411
10719,57033787
10729,92044753
10770,75011941
10786,55776971
10800,203222843
10821,203086587
10825,210170887
10833,104055167
10869,207633085
10878,146682210
10897,107028289
10939,188988198
10941,297703228
10986,244290943
11010,105788297
11025,209772097
11053,204147089
11058,109715095
11065,187588985
11088,146145063
11117,118838369
11120,198436071
11124,124663731
11132,95930936
11134,70915652
11195,269437356
11197,98463542
11217,127261069
11241,148831715
11247,21539893
11252,48080423
11266,253044003
11283,26027937
11320,190650796
11322,259796248
11338,240697615
11339,111529766
11342,57905818
11379,241357186
11389,63965791
11393,258530685
11394,149795092
11398,91883012
11411,216088282
11417,93030550
11431,185494712
11439,166656680
11453,181158622
11471,252983257
11484,87740541
11510,290542222
11515,140911953
11530,79155765
11546,245314153
11549,245422124
11552,46607365
11559,175263669
11565,148264060
11596,276225812
11618,49312497
11626,220525938
11627,203260681
11629,161428298
11641,286084810
11652,186344581
11663,99713453
11670,118725402
11702,164348218
11703,106235885
11713,206558219
11714,210752982
11715,158712831
11747,57234698
11764,301005939
11787,67549251
11806,68418219
11882,177734872
11904,175460237
11940,302708380
11979,183103599
11984,80067793
12029,77905942
12067,95819457
12103,26122540
12105,92842632
12133,88937470
12159,91627755
12170,77446275
12198,198893163
12245,160965612
12273,205089128
12299,59234901
12343,88410966
12381,71603645
12398,99616757
12417,93812486
12451,114364553
12452,241230534
12498,72907554
12523,24919113
12528,243921660
12530,212806127
12588,4595423
12605,207915392
12611,78765966
12621,172105480
12664,157811997
12680,199768117
12697,204679729
12724,99520124
12728,184563802
12729,125546624
12734,164820245
12735,69180564
12741,233659279
12744,117883499
12812,107307955
12816,120448027
12823,159000186
12838,136037775
12845,166413380
12857,189297449
12889,227844450
12899,106132774
12931,16574348
12933,83160060
12935,89648859
12937,57077457
12944,115671217
12965,116955153
12966,84585204
12968,84507921
12994,91871147
13000,55745376
13009,120766003
13053,282565204
13066,161663718
13074,80098179
13103,81746734
13134,66280688
13144,53245953
13195,270356700
13229,100444456
13248,45970552
13251,115990965
13254,108598510
13262,122492047
13277,76027799
13296,248878320
13324,126992940
13336,247195205
13350,276526080
13355,102270213
13357,182557942
13359,130051338
13369,98308239
13373,39319649
13382,64392327
13389,118664413
13394,52942891
13397,111442295
13408,201173206
13411,302472242
13418,126796140
13426,205479294
13462,107123140
13471,179077731
13489,213126679
13490,171773017
13598,85518568
13621,68305989
13627,67176371
13630,99812428
13634,62562867
13643,77792512
13702,137483421
13723,87162199
13755,134839311
13821,164543231
13826,209450381
13829,64582313
13836,106268266
13841,64019582
13846,106816274
13904,137588230
13961,114637687
13970,129966650
13987,192538478
14001,59837634
14053,261602452
14069,157338877
14096,92965596
14100,158655503
14120,88544184
14124,28648610
14129,187484302
14131,158601180
14132,276555062
14150,114000267
14155,59081879
14156,91479671
14167,176225382
14174,207036748
14229,124651043
14250,182412202
14254,152542298
14256,125979393
14257,253205489
14259,252502539
14278,94152935
14286,276609322
14289,297650159
14291,254201131
14308,207196616
14319,57424113
14330,293693492
14339,94862562
14345,211421471
14350,244648789
14359,154687199
14363,84079486
14365,85136214
14367,14153959
14381,209665002
14383,90359362
14394,158476996
14403,106101617
14411,133234931
14413,150137344
14420,161186800
14428,136791084
14436,92842809
14438,68049243
14479,198105109
14493,86686260
14495,233160273
14502,149501464
14510,20464587
14519,135554311
14523,236727418
14525,209559315
14534,96079217
14535,186247831
14543,290749426
14548,225848614
14556,302980730
14567,91027316
14568,170570863
14571,119723223
14577,181584582
14582,146007471
14583,296801388
14594,241890870
14598,86502662
14599,166125977
14601,30042027
14605,258602617
14609,179848102
14615,107346769
14618,299581299
14627,126428976
14638,306971738
14639,95028545
14641,203765587
14652,159726428
14654,301477644
14656,43186470
14657,33904278
14658,75092930
14661,114632006
14666,20630908
14667,31839832
14668,144578181
14669,123325040
14670,254935843
14671,181212
14672,21557528
14674,95461199
14675,3244702
14676,20683035
14677,132057825
14678,30548861
14680,21015565
14681,32125590
14683,52093628
14684,173382820
14685,28443095
14687,13227113
14688,30452777
14691,23714890
14695,37466720
14699,22689481
14700,577614
14701,62352668
14702,13227098
14703,83123832
14706,36611463
14707,297690673
14708,173249224
14709,60736966
14712,40797591
14715,40576653
14716,54477968
14717,635733
14719,3674653
14720,47164966
14721,115655987
14722,26461910
14724,125226713
14727,32939936
14730,23718710
14732,47519224
14734,14165501
14735,87879009
14736,4064412
14740,156407138
14741,1364546
14742,76319436
14743,58977564
14744,208127048
14745,87821312
14747,23663429
14748,95898619
14750,46759859
14751,2428602
14752,9544834
14753,25941262
14758,200759485
14759,81569401
14761,218354629
14763,30527047
14764,4485779
14765,27417971
14768,32749624
14769,60424237
14770,4986667
14772,30115594
14773,24972502
14774,34102593
14775,34658438
14777,14758912
14778,33261284
14779,111795034
14780,53181165
14781,28040133
14782,174896111
14784,4325465
14786,126471719
14787,18869916
14788,5232588
14790,95761491
14791,15951451
14794,31887973
14796,72958745
14797,14098833
14799,7585698
14800,57271785
14801,38763767
14802,37026839
14803,41606445
14804,27689253
14805,36915181
14806,157095466
14807,8013465
14809,217680215
14810,110088484
14812,46178364
14814,272981192
14815,2613043
14817,173859218
14818,27872805
14819,95853467
14820,28705385
14821,81258000
14822,112939816
14823,7757631
14824,245220208
14825,31668589
14826,17352311
14827,25863903
14828,123461705
14829,1268792
14832,8763960
14836,56684410
14837,861238
14839,62097332
14842,66403743
14844,15841597
14845,58411748
14846,37123018
14850,103093573
14851,42043359
14853,142011717
14855,17894253
14857,44762681
14859,143157943
14861,35192299
14864,52781598
14866,8100868
14867,28818246
14869,65638515
14870,9759887
14872,12529679
14875,29852387
14879,69812769
14880,53691822
14881,19510434
14882,38068919
14883,24610082
14884,35290890
14887,31178210
14889,3897969
14890,31162433
14891,145368259
14892,27873947
14895,59529444
14896,1699101
14897,33587126
14900,33506449
14901,197904909
14902,84054119
14903,29148231
14904,4877411
14905,36017955
14906,35560181
14910,7249363
14911,49063269
14913,7020135
14914,21979395
14915,27023260
14917,132852256
14918,34124250
14922,25452454
14924,37339809
14926,68493240
14927,44874005
14930,13542867
14931,11713535
14934,238392070
14935,381543
14939,36271979
14941,119405428
14943,91900241
14945,5270060
14949,92669869
14956,75970863
14964,178144284
14974,199659716
15034,239928300
15039,95545167
15042,219414811
15043,100322840
15051,123904490
15058,219551734
15065,56789999
15069,277377524
15077,206982761
15093,62923086
15097,182229935
15108,183574382
15132,81245611
15144,30695285
15148,66713604
15207,46585543
15228,248613483
15273,172666220
15284,158877899
15286,93514355
15320,29268335
15345,97622055
15381,120514307
15391,160922242
15399,15702351
15401,46542904
15403,81743539
15411,155119411
15429,48984341
15434,23306116
15442,98624880
15461,42542226
15487,15680561
15494,103690917
15506,155420511
15512,57500988
15521,201889336
15528,23386002
15530,55300764
15656,80119032
15673,150326378
15760,129873202
15765,57810800
15769,116663350
15771,57319696
15784,58152057
15788,65883119
15791,54229062
15793,48756018
15795,54444464
15800,45575299
15807,74290096
15808,48668697
15811,88352678
15816,118180800
15820,62514874
15821,58121946
15866,90037349
15872,84428602
15977,83992730
15984,170904528
15986,95519970
16002,134847173
16102,126231245
16118,42198457
16175,29001140
16196,3450426
16200,41846650
16203,4812175
16204,23337959
16205,14906179
16210,35489574
16211,3783783
16217,187312942
16218,1129452
16219,64479113
16225,5949488
16229,32398422
16233,20566124
16248,994489
16255,9365873
16256,1072465
16257,21590667
16262,19094181
16294,169964396
16299,119368216
16313,201275304
16348,153166211
16354,200680033
16362,36439985
16412,3238976
16413,211197762
16436,204795948
16450,216921535
16456,45532207
16490,86466985
16491,49413665
16492,158891314
16513,171726897
16518,47271668
16557,161659407
16611,121137382
16670,180283418
16693,176736380
16718,107632182
16723,236042442
16768,195072781
16781,122563664
16819,99711581
16832,157636450
16837,64366280
16877,208879416
16898,155613860
16910,181564172
16926,89286594
16935,126887624
16988,189225514
16993,302345333
17039,77153774
17099,101552080
17101,189792144
17114,297699756
17135,300199064
17144,164663996
17148,228347295
17151,236182162
17152,210172601
17153,295981434
17165,112739159
17169,194694340
17170,124851136
17171,131130328
17178,237159970
17180,210896662
17184,141569027
17185,86779877
17249,110546832
17272,176761800
17338,251385361
17351,137158399
17356,153543959
17405,181329087
17408,93126933
17410,186001638
17444,170944796
17466,130534025
17476,226928441
17477,201280043
17494,80145435
17528,244789964
17534,181230674
17536,62078957
17682,133885796
17697,134003545
17740,8784496
17761,130954987
17812,127117386
17818,12660489
17820,71875007
17821,53964834
17823,36122886
17826,47773209
17827,25253730
17828,16080105
17829,293488473
17830,20626832
17833,12563913
17834,5217749
17836,79658056
17837,7923954
17839,5860071
17840,36910614
17842,27037996
17843,20362352
17845,714122
17846,36856786
17847,144736
17848,18263482
17850,22088241
17851,58223726
17852,53986832
17855,7094039
17856,17432212
17858,6656519
17860,7527129
17863,6252885
17867,6979578
17869,87548320
17871,77387906
17875,1135775
17876,2184507
17879,55120589
17880,40529387
17881,4897767
17882,90595186
17883,17878330
17884,5976642
17886,53244117
17887,224754050
17894,129371925
17896,26789885
17900,90857581
17903,31944667
17905,33029093
17908,29764828
17909,35140004
17910,170848836
17911,5759284
17912,257724052
17913,86732465
17914,39334748
17915,4677023
17916,137531238
17917,257759331
17918,71809133
17919,3054990
17920,15576531
17921,28113724
17922,28229872
17923,83955783
17924,29052354
17925,65341706
17929,39911920
17932,5307960
17933,44153929
17937,104721942
17938,118274084
17942,49629862
17943,39028341
17944,17556127
17946,21580713
17948,198398830
17949,9740704
17950,35227774
17951,36775354
17953,4603800
17954,87753149
17955,108714391
17957,243065024
17958,51293702
17959,14477878
17960,3249166
17961,94689795
17962,155772849
17963,15564408
17965,76373413
17966,72629386
17968,186069406
17972,19062398
17977,21861124
17978,7418489
17979,26822907
17981,15878832
17982,33457161
17984,52567955
17986,98265922
17987,118920238
17988,52072237
17989,28453352
17990,35220143
17992,34383588
17996,33362395
17997,53784377
17998,25411448
17999,7519923
18000,65729155
18002,92940732
18009,622362
18010,45459546
18011,38885272
18012,276090576
18013,27925556
18016,976129
18018,16231773
18020,71871620
18021,33260507
18025,18066817
18026,75689918
18027,9065641
18028,39798081
18030,3347312
18031,30739537
18033,58298928
18034,60324268
18035,14507290
18036,28041586
18037,30583864
18039,37343172
18041,49627054
18042,66748534
18043,6439568
18045,18149166
18046,33098857
18049,31241223
18050,47288156
18051,28898493
18052,547685
18053,75548930
18057,119949344
18059,24334631
18060,61834736
18061,7736384
18062,9209946
18067,41847338
18068,27579751
18071,29730534
18074,4156158
18075,22003611
18077,27152433
18080,948368
18081,91687359
18083,42492910
18084,20930269
18085,24889631
18086,10608804
18088,19430377
18089,106578843
18090,871990
18091,35394734
18099,26897314
18101,142489812
18102,207009485
18127,184576164
18142,157314597
18148,124462762
18153,254196196
18158,152175390
18161,183315077
18182,114838001
18196,99640715
18227,293463755
18231,65200468
18245,134258069
18249,108593099
18304,252352661
18309,92024359
18315,161405419
18317,238808025
18321,51558260
18332,215748805
18338,159012617
18358,249232725
18402,176261926
18448,84863268
18450,185412742
18505,306839937
18543,81151589
18581,10385370
18602,66725148
18609,137837203
18626,235996643
18711,68952161
18715,52583581
18723,60227446
18732,54124359
18736,35355224
18762,23672423
18778,83336644
18782,65531742
18793,43700700
18795,40289887
18800,88095884
18807,84659295
18824,82438562
18828,158333599
18834,9245216
18857,115558697
18859,65220985
18887,45066450
18900,48334326
18918,86689730
18922,37468189
18923,63454504
18943,36349097
18946,36288200
18948,80154824
18956,20557028
18967,53621752
18971,39223571
18992,82029808
18994,70338529
18998,79615216
19024,33300480
19051,99766416
19078,38990345
19086,59107320
19118,64365339
19120,48239695
19125,88585138
19132,62654923
19138,39758678
19141,64971477
19164,86150792
19176,67628444
19217,143770130
19225,65181439
19251,82176452
19271,48118779
19278,84318201
19281,66357156
19300,56497895
19327,80639000
19346,119624572
19411,131876863
19454,109969767
19485,88296152
19492,69132252
19499,88735140
19555,160620803
19557,302477662
19563,178168238
19613,300444723
19622,96904911
19657,293305383
19659,103363050
19669,303789064
19721,209023275
19723,64350487
19724,84514126
19753,56911639
19764,79316774
19765,66508737
19788,47887890
19806,49882352
19862,87601937
19870,56091522
19876,213427457
19881,237044358
19890,109592594
19894,182627985
19902,193858324
19919,237934674
19920,183306243
19977,177831964
19999,202618978
20006,207563790
20009,239816635
20016,195584941
20023,172006888
20028,242013874
20032,281376430
20048,19925584
20049,12673872
20070,10934310
20073,16710264
20076,40130306
20079,63020970
20080,5220782
20082,214184795
20083,45507376
20084,33279432
20088,181344998
20092,17284266
20098,10064100
20103,59773143
20113,19594216
20116,207540690
20117,33807030
20123,11414203
20129,36714440
20130,10478285
20131,11300897
20133,35388317
20134,44421638
20139,33788990
20145,32965833
20171,61428062
20174,25185866
20175,30855460
20177,36757524
20180,45314861
20189,12423315
20194,30221587
20197,45811573
20236,203932908
20249,276073724
20256,59713285
20345,302883346
20353,47063596
20358,214619754
20363,225495607
20371,192234242
20442,202700087
20453,24932641
20480,156297441
20486,252811208
20573,19616379
20580,12985315
20581,21796349
20582,13336286
20596,15382030
20601,30500254
20603,33993318
20606,166224568
20614,74966682
20626,12860805
20632,73231305
20633,10868970
20636,13863290
20637,13802025
20638,28997716
20641,11151885
20647,35849335
20653,10714039
20663,9134079
20686,126098408
20691,21138994
20692,37092665
20694,17299575
20703,35419030
20704,22875444
20709,35330593
20710,10144504
20714,10809782
20715,40286953
20717,90809240
20719,37396841
20725,10595342
20731,2531540
20732,40754921
20733,14717252
20735,10869571
20796,140854798
20812,142790708
20893,185207308
20987,156831526
20998,268578780
21016,78900428
21164,128593044
21227,189822258
21307,101248210
21628,200036280
21636,61086207
21642,225048159
21708,307846753
21716,24204083
21721,81768333
21745,122332010
21793,194970068
21801,232766649
21825,248930355
21829,82847127
21849,83046795
21875,97883175
21884,81777905
21965,127594108
21996,265619532
22003,158324196
22050,110814860
22083,160791508
22111,110160904
22116,138670893
22119,70779914
22127,203838394
22138,15701750
22168,165750725
22175,135825356
22189,103911620
22200,142414329
22209,95044091
22215,61806811
22224,135410112
22232,220640317
22233,153991478
22246,257702137
22250,171846037
22287,197328486
22332,219466905
22390,99374297
22453,101656933
22473,77310637
22477,235712497
22492,255615919
22592,159248043
22621,292652586
22656,242412972
22660,71082079
22714,126465386
22789,82212295
22826,232662797
22872,224539783
22874,119835248
22914,209006754
22920,62985928
23017,21144204
23020,28236623
23028,35264447
23068,61031710
23084,165608075
23093,166545912
23140,247032504
23150,263771716
23201,104358836
23292,89564754
23293,114736887
23294,100359523
23295,104192353
23305,82235763
23319,70165453
23320,128964236
23335,137022689
23420,253253005
23447,194207397
23512,213909719
23543,195946569
23555,112432049
23590,201680419
23604,215721461
23625,175836974
23638,146517796
23672,111142411
23741,113729479
23747,937567
23762,1024319
23769,39673466
23780,138695243
23789,155669429
23838,308118796
23840,123186310
23856,39524248
23865,229748951
23868,144347801
23869,199717061
23880,212748581
23902,240328249
23926,72588600
23949,227676589
23958,134765677
23998,203968405
24000,126868138
24002,260538236
24014,46172640
24015,125950209
24021,183803328
24029,304971849
24036,159114904
24043,38523044
24047,67633077
24048,34965931
24049,154956362
24055,43114966
24058,128135136
24064,186903958
24077,49845280
24081,195322037
24089,102623516
24139,249779815
24188,175001491
24281,206183065
24282,295693261
24301,180596443
24382,222180483
24384,180236782
24429,264253640
24451,106333903
24481,175835155
24499,175948419
24510,275875486
24529,232207754
24542,222578478
24570,262861632
24608,152956403
24738,198825628
24836,87424218
24842,171015775
24845,131096906
24854,54212914
24856,210018093
24858,186932671
24859,182732657
24861,89527544
24865,201152238
24869,237881427
24876,101892097
24878,83758973
24889,174762197
24891,293959803
24895,258020559
24897,303326013
24898,94250834
24899,94712912
24901,214913026
24905,113329678
24906,118427901
24907,15546726
24908,160887309
24909,303122483
24911,124661390
24916,155342268
24917,99500959
24918,298592139
24919,79049613
24920,122021564
24922,119362603
24924,107574541
24928,292260290
24929,164873736
24930,275151488
24931,51512715
24933,84908294
24934,94510414
24935,104407519
24936,245704809
24939,241217182
24940,92294160
24941,128546479
24942,150362399
24946,123989127
24950,206508182
24958,155706294
24962,115494980
24964,125369057
24965,297143782
24967,131407045
24969,140700995
24970,162661783
24973,145872177
24974,144854157
24975,142215921
24978,304081461
24979,289244540
24981,220680498
24983,131334429
24984,181921701
24987,283872900
24991,225933183
24998,104151931
24999,274785080
25000,103908321
25002,254550709
25008,194432540
25009,243077634
25013,276057148
25014,294667556
25015,290995026
25016,279965238
25017,285386664
25018,256992469
25019,221961243
25020,282464648
25026,258673767
25027,302394761
25028,275518260
25032,86943254
25034,284897470
25036,177095896
25040,295941603
25041,171965445
25044,245859173
25045,226454327
25050,246892835
25051,167738438
25053,188189790
25056,153156310
25058,166927601
25060,243712157
25064,259050705
25066,165387305
25069,233695797
25071,89410140
25078,88393171
25085,238516802
25086,199908506
25087,257184455
25088,111425056
25091,228207337
25095,253469905
25098,285600472
25099,299991818
25100,174341713
25104,193486352
25105,80341091
25108,83962500
25109,121573188
25110,146809006
25112,297517705
25114,29081256
25115,87403553
25116,212426459
25117,162076421
25122,185914106
25123,216674215
25130,146999982
25131,182851135
25132,64611580
25133,280969114
25136,296656295
25138,128817246
25140,63122679
25141,79869158
25142,94195027
25143,86016715
25145,266659008
25146,184519153
25147,39061760
25149,130201800
25150,227727537
25156,266132196
25165,199816966
25167,193792189
25170,85134273
25176,222008249
25179,131912265
25180,48492052
25182,189086011
25185,148322156
25186,277541086
25189,250826540
25190,194920727
25192,85041261
25193,57451291
25194,126425648
25196,192012936
25200,129634406
25203,143629070
25204,90851951
25205,164583377
25207,222406897
25211,294931250
25213,71498571
25228,204477246
25232,202174504
25241,220733923
25243,301656813
25245,280955228
25246,84293720
25247,187545648
25253,261067712
25257,76046711
25258,134078373
25259,96741968
25263,271279768
25266,115242203
25267,146900719
25268,164695293
25269,135485250
25270,185526289
25272,120181402
25273,296088638
25274,128342186
25275,195430485
25276,136493411
25283,146108388
25284,29706146
25293,133553031
25297,296458459
25298,133048797
25301,257045927
25308,96001430
25320,234498398
25324,240551525
25327,255007865
25328,245681889
25330,91467286
25331,83578325
25336,83188092
25346,234621077
25351,163681731
25352,80859196
25356,99285372
25358,90944420
25359,83482045
25366,224526163
25370,107967382
25371,169529166
25377,93263468
25390,81865111
25398,82436907
25399,183241744
25401,129272742
25402,158159336
25405,206536991
25406,233421657
25410,122083909
25411,153017703
25412,168035720
25416,166084307
25420,178156640
25421,169798907
25422,205340007
25425,102836023
25426,145117004
25430,227863185
25431,245057860
25432,158561350
25433,142844201
25434,308362795
25437,198722652
25438,216023925
25446,201089557
25447,191988742
25448,214658749
25453,293527273
25454,304912866
25455,141640819
25457,124991843
25458,243587325
25461,121348667
25464,134471670
25471,194327703
25472,236721347
25473,305014808
25474,238657001
25475,203373557
25477,264207808
25478,146067806
25479,305676867
25481,243711507
25482,144835995
25483,144736559
25485,174266284
25486,193740810
25487,96504332
25488,184822872
25489,120852852
25490,169250855
25492,150871288
25498,66573111
25499,186070645
25500,219732733
25501,258482885
25504,86611736
25505,252363833
25506,137409673
25507,299561228
25509,233637211
25510,222867863
25514,224620778
25516,282320568
25521,200039228
25522,181269219
25523,167013460
25524,206684643
25525,286222836
25526,213188895
25527,178465090
25529,139774658
25533,262814808
25534,169902951
25567,237879937
25570,129114153
25577,99133844
25581,188910738
25586,294757149
25588,154671192
25595,283111528
25598,180801118
25602,178114805
25603,168791218
25607,142602286
25608,181897693
25609,255148277
25613,125141344
25615,104038561
25618,102834895
25619,189794919
25620,89255174
25621,84156493
25623,175963070
25632,96219642
25633,123165817
25640,255892249
25649,248660144
25650,121225694
25657,210986854
25658,208955921
25659,167919935
25661,127797363
25666,96249915
25670,174923254
25675,160461131
25677,174459790
25693,247065555
25694,268110072
25695,203241031
25712,136139505
25715,198573013
25716,92412666
25724,237244349
25726,215253129
25737,225734651
25742,199806970
25744,268585240
25753,300136813
25759,177519904
25760,140825164
25779,169337011
25787,216396749
25788,120420435
25793,207262142
25802,238012371
25814,212134578
25855,172771532
25859,191101874
25863,97843739
25866,204443543
25869,123483924
25870,192861545
25877,267053376
25882,189304702
25894,203455698
25897,179347474
25903,189191657
25906,136998614
25908,164608800
25909,115958331
25913,264438536
25917,196231194
25925,187283749
25935,289383568
25937,192204940
25942,223660563
25949,187851224
25950,140293612
25952,144004384
25953,227944885
25954,221430493
25955,201069271
25956,251431515
25957,202906503
25958,219509107
25959,198572546
25961,144138643
25962,247160953
25963,195071563
25964,225987202
25965,167362888
25966,170625356
25967,194895541
25969,302186258
25971,197455089
25972,197278511
25973,176410694
25974,187131847
25983,206655674
25988,191027696
26001,285914210
26007,183771438
26008,202195289
26015,191203821
26019,155183068
26021,157692363
26028,255010251
26038,192921532
26039,222277839
26041,178605069
26043,295039588
26056,298547051
26060,173799068
26061,181252150
26088,249371209
26092,196403090
26095,184385867
26097,108484523
26103,170198088
26105,136554467
26106,133262375
26107,150965343
26109,124884511
26110,175143479
26111,250870371
26112,150103338
26113,180331040
26114,117217039
26116,111479516
26117,197509386
26118,239397807
26119,228507886
26120,294797577
26121,197821092
26122,126656629
26123,157694162
26124,243440565
26125,126640783
26126,165034415
26127,163617342
26129,230599183
26130,125718844
26132,136246724
26134,30280104
26135,164927653
26136,142004534
26137,186333740
26138,260269555
26139,219446813
26142,308280913
26143,236541446
26144,153415214
26145,174965596
26146,141593973
26147,232064401
26149,165269326
26150,173857208
26151,210778610
26152,223471406
26153,289893544
26155,202395275
26156,301883131
26159,171982044
26160,183005527
26161,242349023
26162,215578265
26166,179457413
26167,196223620
26168,113045977
26169,169414467
26171,304848876
26172,161816929
26173,141677474
26174,139527776
26175,126372451
26177,128319430
26178,221434031
26179,229822547
26180,284444506
26183,146152475
26184,120308479
26185,208753102
26186,256276624
26187,199463289
26188,215485357
26189,256420345
26190,169006380
26191,256991827
26194,251563912
26195,197090954
26196,126158311
26197,157414627
26205,303951866
26206,243627451
26212,206577552
26216,205634951
26217,145844862
26218,227777777
26219,191480137
26221,183382406
26222,201990605
26223,230633575
26224,264929688
26225,282307340
26227,235194002
26229,181321171
26230,181064527
26231,240524467
26233,208071792
26235,221952355
26238,215008934
26239,182579698
26240,255957600
26243,201176964
26244,155881626
26245,168041218
26247,138847348
26248,147563118
26249,135599605
26251,185283602
26253,124451578
26254,253983004
26255,179686274
26256,72576293
26258,172348107
26261,175945017
26262,175033323
26263,187678142
26264,170760116
26265,138929901
26266,187498422
26267,176743370
26268,128831281
26269,110928152
26270,267438860
26271,171512034
26272,223991842
26274,238411403
26275,303269114
26277,252696188
26278,194545521
26279,130950166
26280,170375966
26282,186055359
26283,308692673
26284,248518501
26285,203238341
26286,134590374
26287,165216297
26288,148773331
26290,194791978
26291,218844731
26297,197571337
26323,258795101
26354,276234796
26375,220434034
26379,142409681
26381,137651115
26387,295425801
26389,103774615
26396,119428254
26413,202949952
26418,251634185
26431,143693450
26449,229467150
26450,231450817
26451,303693006
26452,146463817
26453,154210162
26454,144004666
26455,287706524
26456,186996848
26458,210669058
26459,145658798
26461,241208825
26464,201512283
26465,212284721
26466,198156213
26467,178709401
26468,227153589
26469,251087552
26475,215877085
26501,284729488
26504,210019205
26512,213737989
26538,288856904
26539,139955299
26540,300645203
26552,307186538
26553,112962796
26554,155061850
