,userid
32218,66463490
32219,66592754
32223,67791342
32251,86448907
32257,27944300
32258,180115904
32260,286230424
32261,174716529
32262,302813048
32263,247136904
32264,187109020
32265,197237005
32267,127890922
32268,150644179
32269,240254341
32270,163577217
32271,138369566
32272,225973147
32273,180735937
32274,144762614
32275,49482847
32276,111451741
32277,216983089
32278,166539261
32279,246675065
32283,180730288
32284,291512840
32285,142284353
32288,267722020
32289,191975517
32290,216866073
32292,308940605
32293,216704734
32295,304834885
32299,142999522
32308,195968966
32310,173507150
32311,305086197
32312,181379461
32313,248840697
32317,171765197
32318,201028044
32319,293744664
32320,157766388
32322,176318036
32324,193784721
32326,155210304
32327,89508629
32329,125093638
32330,181836347
32331,173961100
32334,171696993
32336,173967126
32337,113407067
32338,239050395
32339,123361818
32341,136029113
32342,262217260
32343,186939589
32345,214343410
32348,161241228
32349,212255389
32350,178634510
32351,208162306
32352,240028845
32353,167441059
32354,127992748
32355,144716176
32357,197861902
32358,161666011
32359,188377050
32361,179317774
32363,154099092
32364,302378981
32365,125456822
32367,238836615
32368,198350948
32369,210622151
32372,133719158
32374,134649138
32375,217303525
32376,165831570
32378,144021086
32379,247336676
32380,183240449
32381,125543616
32382,242345802
32383,162663266
32384,150408079
32385,66090440
32386,146180405
32387,264266684
32389,257521133
32391,265119944
32393,307879703
32395,179756503
32396,133298634
32397,117740575
32398,251090819
32419,66755246
32423,239488605
32433,112459307
32439,75767676
32471,148631188
32476,302684420
32488,273069628
32507,99110207
32509,234929278
32510,304215530
32511,238830374
32512,239389313
32523,282096494
32525,258957437
32526,214980969
32540,123052194
32543,173766396
32544,201912254
32545,283539952
32548,256863125
32564,292881361
32576,180026080
32580,196751756
32587,195974700
32590,193097653
32595,254708017
32596,199831134
32601,184836567
32602,227752807
32605,240152561
32613,228033247
32614,192075614
32633,292332406
32634,187085206
32637,285862168
32638,295387869
32642,189692974
32643,188026674
32644,298715051
32647,258895899
32653,262317184
32655,204245029
32656,242065391
32659,295931804
32660,254966557
32664,195815964
32673,186312592
32674,187262547
32676,187945671
32682,189072890
32685,194305157
32687,189929692
32692,254565281
32693,189344955
32694,188615226
32696,250492644
32700,303615424
32701,293364588
32703,187807630
32704,208680317
32705,249550615
32706,197057442
32718,293231906
32724,214805425
32725,192201048
32729,216442661
32732,232534914
32733,254739929
32737,231852874
32739,304224083
32745,251920440
32750,186213909
32751,207186541
32754,187115070
32759,299025375
32772,228620097
32774,241636947
32781,190386837
32795,243572743
32796,260017289
32800,298644721
32802,300041052
32805,231333981
32809,198107903
32818,58893462
32825,184938219
32832,237173035
32833,269034196
32834,114142213
32836,119970695
32838,134927689
32840,142151125
32841,191854245
32842,183015196
32843,212267962
32845,114922862
32847,211894195
32848,227448167
32849,199158451
32850,212886835
32851,166305056
32852,120650367
32854,186651907
32855,156494774
32857,176150662
32860,293350478
32862,239031879
32863,217463159
32864,181992323
32865,241606246
32867,164313137
32868,298327915
32870,125518594
32876,245839900
32878,253245972
32879,283651572
32882,248376475
32884,193581345
32892,308615060
32893,197616637
32894,264239828
32896,294164990
32897,194642805
32899,151515141
32901,166271195
32902,200110639
32903,258753415
32904,290332490
32905,189704237
32906,167418202
32907,146678136
32908,201282160
32909,170287829
32910,123063251
32911,178359363
32912,174386411
32913,252408003
32914,176135768
32916,114273290
32918,235986253
32920,299455273
32922,179708074
32924,261172612
32926,178344232
32927,154017479
32928,241048953
32929,177114081
32930,184963003
32931,176424968
32932,182642639
32933,179039411
32935,107347684
32936,182859939
32937,265592512
32938,232907046
32940,281933068
32941,226559137
32942,183601681
32943,205074970
32944,287260444
32947,248499268
32948,162478997
32949,275667776
32950,193705276
32951,105361549
32954,148847158
32956,107241585
32957,128275106
32958,102796492
32961,303105690
32962,147602451
32963,212828039
32964,157467012
32965,140149061
32967,190887447
32968,147143958
32969,127074858
32971,214241787
32972,202705453
32973,168574527
32974,254089285
32975,136695520
32976,233278562
32981,306042038
32982,189918261
32983,196089915
32984,187999074
32988,189186839
32992,210623902
32998,196498799
33002,184509154
33003,204309512
33008,186123132
33009,190070011
33010,284284114
33011,248243108
33017,241200505
33020,155032068
33025,201991644
33027,62478196
33028,295613222
33037,241004229
33040,250369736
33042,279668062
33045,296371794
33048,189398521
33053,173774528
33056,195743633
33064,250237388
33069,179355520
33080,237704278
33086,292070264
33088,264125600
33096,185395696
33099,245978768
33101,290030194
33102,192196598
33103,295479185
33108,295571494
33111,219136646
33112,259708463
33114,213929581
33115,182106701
33118,186820887
33121,230299466
33122,291313138
33137,254368479
33171,186099130
33186,245078207
33206,243141191
33210,182491331
33212,171580979
33219,91736333
33225,238451023
33232,96634230
33235,216040174
33243,252438345
33261,201816765
33268,299833291
33276,201397220
33290,289006222
33295,161085459
33308,278757028
33319,197518122
33380,226130045
33383,210045073
33388,203643703
33439,199423036
33455,185959000
33460,182464505
33465,216456878
33494,212146550
33537,185272838
33559,280978702
33561,280288586
33564,200194583
33566,172854515
33575,194534689
33576,107769137
33577,209718563
33581,121133260
33583,177313747
33584,193956726
33592,279171078
33594,158121917
33600,193202632
33603,242212974
33604,215380327
33606,209804474
33607,150472108
33614,190547288
33643,220800650
33653,276745200
33693,124810250
33742,182988804
33744,244441983
33749,207647609
33755,7273540
33759,283326616
33761,104635003
33772,237784559
33777,200362041
33788,161974027
33801,266056948
33814,218134215
33834,202491399
33835,188233566
33844,293537600
33845,204541576
33848,215667739
33851,295649583
33852,177190409
33853,140809304
33854,192969933
33855,275442576
33856,244491524
33857,147456299
33858,72135587
33860,301340437
33861,205124409
33863,215476671
33864,177969374
33865,193245894
33866,199816062
33867,197179748
33869,164884340
33870,129221732
33871,296947026
33872,165353535
33873,138294341
33876,199005864
33877,199678802
33879,204168370
33881,148893116
33882,144463267
33883,252024637
33884,197288410
33886,139272740
33887,166405828
33888,179044354
33889,292939884
33890,226320653
33891,137603581
33892,117727921
33893,231777525
33894,199568480
33895,140225817
33898,243008978
33899,161632348
33900,196751350
33901,187905740
33902,160453177
33903,206815859
33904,241289025
33905,190693641
33906,161046658
33907,150100130
33908,300162650
33909,232463267
33913,233088001
33914,99355046
33915,247822385
33916,178414233
33917,114017825
33937,252308089
33952,62539628
33955,224397205
33966,244495573
33967,275521700
33968,143987972
33969,157741885
33970,144197012
33972,241742834
33982,237810083
33998,259614031
33999,300271429
34023,179001580
34030,185390486
34035,302916505
34046,308971716
34048,242572214
34050,194191204
34054,295885446
34057,287317468
34065,191829918
34078,298890193
34111,183486202
34121,206193312
34130,275086284
34133,261373664
34154,212069898
34158,177488743
34174,243808511
34183,249643192
34195,107476377
34206,295479473
34224,158828239
34253,201480718
34283,234446915
34286,101414179
34287,148118934
34290,307788609
34292,144911326
34311,196931524
34332,118031880
34356,274624060
34367,240497102
34374,293578749
34399,191937970
34400,222363622
34412,192282418
34420,245390247
34427,240322275
34428,165691348
34430,154560653
34431,188180021
34432,214905138
34434,229285089
34435,224677810
34436,210433327
34438,218396091
34439,185080568
34440,178396764
34441,165760407
34443,142955654
34445,109475164
34453,245540103
34459,151727207
34460,246688925
34461,244269423
34462,209509599
34463,144381643
34464,167680474
34465,196873040
34466,182334680
34467,225466182
34468,110999033
34469,153872830
34470,285167092
34473,190162483
34474,289734724
34475,221670883
34476,309216884
34477,121075133
34478,258754843
34479,172396268
34480,169159974
34483,205929037
34484,174681719
34486,144977276
34487,271659144
34488,191803558
34494,169958335
34495,181810697
34496,200376716
34499,170181678
34502,246626691
34539,166907146
34557,232600639
34568,224532667
34572,279223318
34573,249056919
34574,135966512
34575,149009099
34576,179321212
34577,172237313
34578,41465526
34579,115472935
34580,138681278
34583,181576759
34584,250159880
34586,238511591
34588,125718224
34591,143859315
34592,293541342
34593,297771026
34594,288600692
34595,165584237
34596,181722972
34597,307038639
34598,138200512
34599,128285073
34600,247858756
34601,217913875
34602,290416542
34603,307232663
34604,229979974
34606,225637918
34608,237799851
34609,226657630
34611,294123013
34612,221325014
34613,234779342
34614,193553590
34615,183294889
34616,139574442
34617,177406869
34618,295809791
34619,240832135
34621,191721546
34622,232257053
34623,140086587
34625,268245436
34626,214425734
34628,210656814
34629,204014532
34631,198962605
34633,254739428
34634,234286554
34635,272300684
34637,238858519
34638,218668551
34640,199500064
34641,164035963
34642,125475916
34643,205278025
34644,287147708
34645,150697950
34646,201352784
34647,195202264
34648,144132703
34649,201383036
34650,275982472
34652,189750611
34653,268562040
34654,127851637
34655,173616173
34656,138429058
34657,216514851
34659,161085944
34662,207805383
34663,298548515
34664,148499580
34666,278801828
34670,303986455
34671,206567289
34672,229173482
34674,139166190
34675,188198849
34676,302465464
34679,182004925
34680,141124987
34681,143560279
34682,150632096
34684,138558097
34685,142060022
34687,282974048
34689,278415486
34690,190305564
34693,258430515
34694,166689541
34695,93290614
34696,159386087
34706,139986442
34709,255458903
34711,243520161
34712,170388829
34718,173102243
34720,239919157
34752,186167611
34769,181808796
34776,211363179
34795,302857051
34797,255029668
34813,220711709
34818,237610173
34830,202706694
34836,207982884
34837,115567288
34842,233904235
34844,291967240
34847,233043005
34853,243324816
34857,202760244
34858,123727087
34859,268470708
34860,146055391
34861,213203809
34862,123875734
34863,144715893
34864,96963765
34865,244030924
34866,180426359
34867,108162562
34868,211934059
34869,308563852
34870,124978318
34871,286700638
34874,293500233
34875,191940483
34876,238390074
34877,173749431
34878,237652003
34879,206471743
34882,266112568
34884,144229102
34885,246357409
34887,265558728
34888,207144527
34892,163874774
34893,244520683
34894,160776422
34895,231317343
34896,219958874
34897,161013852
34898,232457943
34900,286178286
34902,149434889
34904,212090589
34906,138590829
34907,190460990
34909,41124938
34910,251065129
34911,172752250
34913,303627886
34916,128868128
34917,126843636
34918,221513057
34919,268037268
34920,230971174
34921,144681252
34922,189963855
34924,277673224
34925,147876770
34926,202409306
34927,176197170
34928,189148170
34929,296898457
34930,219930123
34931,161634552
34934,173026047
34935,203370502
34936,152581137
34937,237696689
34939,182593346
34941,114635070
34942,122529449
34945,168686827
34946,151601979
34947,146611097
34948,213256245
34950,198639468
34951,162179350
34954,279122638
34956,162262069
34957,174805098
34958,200086626
34959,296405510
34960,190668443
34962,291439350
34963,184750340
34964,256528415
34966,147499580
34967,294809452
34968,247871700
34969,227648085
34970,178615518
34973,150731350
34975,234987725
34977,163086238
34979,152133579
34982,277605352
34983,206384784
34984,201355162
34987,300985675
34988,146168069
34989,291248270
34991,245530835
34992,143275153
34993,277874860
34994,163349712
34995,304056467
34996,155118453
34997,89262373
34998,295723032
34999,246461215
35000,169771622
35002,147444403
35004,235723933
35007,232047954
35009,237156166
35012,192976811
35013,184536712
35025,284096202
35027,147079200
35032,187817597
35046,239794225
35052,185685666
35063,269770460
35066,206210282
35068,242782489
35076,164796966
35077,210569339
35086,221553173
35089,218321238
35094,293188300
35096,105080654
35097,233568555
35098,156423928
35099,227863398
35101,233726801
35102,154531790
35105,169427688
35106,295386628
35107,300991661
35112,207926270
35121,235297215
35124,188627637
35125,240955030
35130,299212897
35136,206308003
35138,226260133
35142,234262106
35147,262577480
35148,124229280
35149,122538805
35151,237022317
35153,217485443
35154,166295260
35155,194237851
35156,187883872
35157,143824748
35158,134549707
35159,212572713
35160,271364180
35161,129926253
35163,300885999
35168,228412369
35171,308402974
35175,225566535
35177,238016355
35179,249540800
35182,186867770
35183,8865447
35184,233730505
35185,198311110
35187,284680706
35190,189389925
35191,133273541
35192,240933441
35194,225978911
35196,215844562
35197,287557416
35198,298093863
35199,163690628
35200,112647787
35201,213241329
35202,295504656
35203,283079860
35204,215458951
35207,178008203
35209,274843696
35210,179819524
35211,302555311
35212,81196525
35213,154245235
35214,176882096
35216,168057618
35217,109655092
35218,159835268
35222,243532285
35223,77213306
35224,212648189
35225,203103090
35226,155993090
35228,284555178
35230,105159839
35231,180321976
35232,244743801
35233,149911598
35234,148424406
35235,193743047
35236,140971088
35237,253970176
35238,154691996
35239,197147371
35240,136752099
35242,239007338
35243,205031950
35244,107902370
35245,155092386
35246,249922888
35247,250402599
35248,206977463
35249,205511851
35251,228258798
35252,107256941
35253,167443514
35254,144813543
35255,172485624
35264,226490758
35266,225392937
35275,256584820
35278,176448305
35279,164939568
35280,213650130
35281,114112364
35284,208982674
35288,192582507
35291,186746583
35293,280824162
35294,205820352
35295,139841475
35296,262017556
35297,213893829
35298,187193689
35299,253224439
35300,258633808
35302,289934364
35303,251819763
35304,155844529
35305,279218570
35306,252007735
35307,174170835
35310,237390911
35311,211994918
35312,205145940
35313,291277170
35314,207621814
35315,297340678
35316,214900977
35318,219566087
35319,237826369
35320,265545744
35321,186207833
35322,167311640
35323,147361523
35324,205670497
35325,182862561
35326,178343030
35328,203494117
35330,177828156
35331,291629654
35332,298449280
35333,180608368
35334,270705624
35336,155781142
35338,110761091
35339,264977320
35341,138938057
35342,175003850
35343,197302969
35344,147131147
35345,228505777
35346,196725782
35347,141097888
35348,168733900
35349,181523262
35351,162396225
35354,160749747
35355,256766924
35356,280664166
35358,124540027
35359,141162118
35360,147279161
35362,183390852
35365,207391878
35366,259891015
35367,288712080
35368,308954355
35369,136961289
35370,144307381
35371,152694671
35373,299736416
35374,154882228
35376,177426132
35378,183982123
35379,186609588
35381,237627929
35382,179456244
35383,98839983
35384,295601631
35386,167108328
35389,297169314
35390,127117543
35391,179368446
35393,167364183
35394,173658892
35395,282810196
35397,281196596
35398,218242005
35399,266455892
35400,292715948
35401,135967185
35402,280352750
35403,171216006
35404,195559468
35405,230626371
35406,126690600
35407,158762452
35409,176696984
35410,170489182
35411,194063322
35412,283815388
35414,216042414
35415,194057051
35417,231591025
35419,197871154
35420,240810001
35421,269920248
35423,197279519
35425,189240537
35426,206493334
35427,150382608
35428,205452022
35429,205867397
35431,133387630
35432,168900284
35433,168473500
35434,167233270
35436,189758309
35440,270165540
35453,244844115
35460,210296537
35461,190798987
35467,190246455
35469,209897237
35471,246453577
35476,188110199
35478,180612782
35479,186078229
35480,232959254
35487,186645930
35489,231443162
35492,230947875
35494,223595417
35496,186871803
35501,184556544
35507,193136822
35513,190310322
35514,238048910
35515,194794185
35518,199805188
35519,204493190
35522,306957991
35528,217574533
35530,249176501
35534,205352214
35536,309188905
35538,188684779
35544,282676810
35547,185515672
35548,256613211
35552,188991147
35553,246439849
35554,208994172
35555,197903023
35557,302228798
35558,215127686
35567,193058986
35568,277984366
35575,188642720
35580,242632396
35582,263860732
35583,231060378
35584,132875638
35586,259934396
35588,129825010
35593,194097479
35599,284064476
35600,224197206
35603,205029231
35608,243816387
35610,253209919
35616,286637360
35617,229179750
35621,190788774
35629,198417932
35636,192277804
35645,201081230
35649,199899325
35652,205827348
35656,217987498
35665,186515716
35667,245005581
35670,194966014
35677,185710844
35684,276101850
35687,188092362
35690,296557510
35697,220887518
35700,296254406
35701,253424499
35706,219080305
35709,186193491
35710,187462362
35718,210419195
35719,188321266
35728,251974333
35732,239214165
35733,248949033
35744,242875877
35747,281308924
35749,185342941
35755,186697335
35757,195238292
35758,207945140
35765,197245597
35768,235139665
35769,200115424
35776,242051423
35780,210112807
35784,247686933
35786,185268529
35789,186214948
35790,276567244
35797,187643062
35801,241134815
35802,236370333
35804,186074387
35806,188611416
35807,270660732
35810,201800994
35814,195750181
35816,190369653
35825,188838705
35827,301745727
35829,301190190
35835,174138275
35840,19302548
35849,190860375
35852,191422617
35856,293660635
35857,276587942
35858,198166157
35860,250909464
35861,208815172
35865,167277296
35873,293333924
35874,268599796
35877,301472034
35880,299064114
35883,283540468
35900,302652704
35901,233566106
35903,232593507
35905,187635837
35909,228253535
35911,174137629
35912,242639921
35914,216670429
35916,192664331
35917,245445357
35925,184594362
35929,300643399
35930,222158662
35936,191299959
35937,131712986
35939,254094961
35940,220956035
35941,255810120
35942,263482524
35949,190016182
35952,259831421
35957,247891137
35959,245342503
35964,233135465
35966,227811695
35970,255234412
35971,190900463
35974,171266433
35975,235689037
35981,248851501
35984,189880430
35987,308309772
35993,244035163
35996,233266997
36007,186902489
36009,188380403
36013,183999086
36018,301987885
36019,239163602
36020,188184581
36023,152889443
36025,206485753
36027,168278593
36028,167193350
36029,177399405
36030,140435453
36031,296479717
36032,169684620
36033,167957216
36034,188981612
36035,283896040
36038,242876828
36039,248690176
36040,254243107
36041,130764464
36042,256865437
36043,116777928
36044,167575590
36045,283665212
36047,200082927
36048,193423786
36049,240984833
36051,145060724
36052,175193054
36053,153475364
36054,168703116
36055,204750078
36056,70167393
36058,183361928
36059,183440094
36060,193289015
36062,251111748
36063,200243546
36064,145867654
36065,109446355
36066,136804252
36068,139187216
36069,200749959
36070,154611788
36071,308819212
36072,179758802
36074,177162591
36077,239153407
36078,170253449
36081,190003864
36083,236877694
36084,213580459
36086,113667989
36087,194463248
36088,167806571
36089,195606876
36090,111097037
36091,237911985
36093,216278473
36095,140256783
36096,247884568
36097,297921685
36099,246969153
36100,146594813
36101,153747813
36105,224624355
36106,202516861
36107,107049645
36108,187632582
36109,158959728
36111,63993064
36112,283814678
36114,232948950
36115,242982357
36117,152867378
36118,112365658
36122,153593157
36123,122117928
36124,308100652
36125,265586844
36126,307519874
36128,242207850
36130,205339310
36131,276680364
36132,172009351
36134,216502479
36135,206864587
36136,176483631
36137,181966419
36138,170591712
36140,165043954
36141,130378178
36142,171626186
36144,173923903
36145,99940330
36146,170718943
36148,123671395
36149,244184827
36150,249070225
36151,184215735
36152,127541532
36153,176968027
36154,293845683
36155,281401386
36156,128297600
36157,294148344
36158,146257187
36159,146834586
36161,243767019
36167,113868035
36168,165945338
36169,183619586
36170,86738111
36171,197700401
36173,298517436
36177,90963310
36178,165907900
36180,137079357
36181,158496230
36182,300974418
36183,203822193
36184,223985145
36185,174021956
36187,183882260
36188,192526458
36189,194491088
36190,185414347
36191,174055973
36192,179897426
36193,296508653
36194,248356320
36197,212915541
36199,150140786
36200,142696524
36202,191779282
36203,183068343
36204,207112591
36205,194269839
36206,241078577
36207,258550100
36208,134959420
36209,95758079
36212,115122875
36216,170141925
36218,224737765
36219,148939255
36220,101803777
36221,254992432
36222,136783755
36224,164275046
36225,124365369
36226,163789845
36227,236854541
36228,113015223
36229,301814040
36230,221683659
36231,244532668
36232,262076820
36234,278932462
36236,147159299
36239,222465255
36240,171795280
36241,300944123
36242,237566493
36243,261290656
36244,175187740
36248,145137322
36249,174853268
36250,250739065
36253,70686116
36255,239785586
36256,171847702
36258,286244196
36259,239821411
36260,145041407
36262,250386039
36263,307233796
36264,299644153
36265,173266809
36266,297626426
36269,136092449
36270,139494513
36271,151264009
36272,131203306
36273,199985422
36274,207319088
36275,154393235
36276,147551308
36277,217492717
36278,296394954
36279,192886504
36280,102740003
36283,211020695
36284,308098481
36285,205757975
36286,287193260
36288,155190853
36289,132313154
36290,88524965
36291,242059457
36293,164107877
36294,253999415
36295,195289372
36297,252973296
36298,224853414
36300,187737814
36301,305889009
36302,164629829
36303,173692133
36304,245845321
36325,268589228
36329,201987165
36347,242325247
36357,190754099
36363,192641031
36365,290700906
36380,215492239
36385,197172884
36386,268158408
36387,239478937
36389,253773352
36396,308653033
36398,230952269
36399,276055488
36401,189623540
36402,216115170
36404,288854118
36414,291878062
36415,252341097
36417,141586040
36418,249847732
36419,206849672
36420,286706280
36422,214144283
36423,199668978
36424,92929791
36426,121770429
36427,221185061
36428,134809146
36431,230640485
36432,146693761
36433,205579387
36434,181107812
36435,196921868
36436,283068492
36437,155528118
36438,102971783
36440,248258315
36441,134776102
36442,214049375
36444,102831764
36445,148894894
36447,275699008
36469,275513970
36470,236537366
36471,194619752
36473,216434385
36475,194156559
36476,228912039
36478,256809867
36506,90154516
36510,145606876
36521,211117005
36523,195020366
36525,216535049
36526,191244342
36527,302918609
36528,201533036
36529,182762077
36530,165695811
36531,205129403
36532,211161189
36533,227248393
36534,184609989
36536,255526371
36537,204537690
36538,152309184
36539,87147007
36540,211843417
36549,152621181
36550,49754148
36551,106278654
36552,139457410
36554,177878533
36555,165580763
36556,270607820
36557,226097350
36558,195065296
36559,200701717
36560,182835747
36563,251004841
36565,159150588
36566,303871659
36567,234112159
36568,292975910
36569,197014942
36571,156150706
36572,246224505
36573,135162448
36574,149825972
36575,149350556
36576,149699301
36577,183190459
36578,171509285
36579,230799769
36582,199051315
36583,170419820
36584,89270735
36586,156274884
36587,195486667
36589,287725554
36591,233285702
36595,177441119
36596,208433111
36598,245583676
36599,175223006
36600,202287486
36601,166598655
36602,207860755
36603,210975085
36604,164473026
36605,100728962
36606,147114426
36608,202239376
36609,177924431
36610,149556407
36611,116450986
36613,245052241
36614,307886547
36616,214784227
36617,145646661
36618,218110241
36619,123435296
36621,272542868
36622,148162764
36624,297340723
36625,288916596
36626,244293895
36627,240671554
36628,228733650
36629,167935300
36630,285316500
36632,286458362
36633,135012938
36634,272141796
36635,154817899
36637,227244326
36638,170130950
36639,260252363
36640,190118118
36641,204176632
36642,49584661
36643,252071568
36644,258337261
36646,161777161
36647,297018299
36648,127796104
36650,234360501
36651,225942169
36655,142721011
36657,294939683
36658,230399561
36661,187016210
36662,280348554
36663,254782847
36665,285952666
36666,139773400
36667,162787304
36668,116038263
36669,303077093
36670,200035884
36671,142065874
36674,213655302
36675,284897982
36676,234684541
36677,283840654
36678,196886916
36679,238411966
36680,302665101
36681,145508370
36682,187478430
36683,277741936
36685,127461395
36686,308440565
36687,51766884
36688,141571751
36689,192186232
36690,234299035
36691,121080515
36693,231456970
36694,204480360
36695,133237267
36696,92091548
36698,261199100
36700,239926593
36701,169577811
36702,263385816
36703,133407060
36706,166318971
36707,265832700
36708,223714279
36709,212210746
36712,295138491
36713,206248602
36716,206178043
36717,199344685
36718,249480968
36719,191421015
36720,210525366
36721,285664668
36722,196274659
36723,288787646
36725,214933922
36726,182883046
36727,220217607
36728,240835613
36730,199745733
36731,148833344
36733,201506696
36734,198782797
36735,256212075
36736,207468782
36737,149194171
36738,201634197
36740,199973616
36741,163681838
36743,257973739
36744,211689142
36745,286105002
36747,173457000
36748,179498213
36749,239004331
36750,254234513
36756,194541300
36757,129602040
36758,295872242
36759,182984820
36763,251123935
36764,246949212
36765,307597897
36766,121352371
36770,238692899
36773,147654879
36775,137341828
36776,81814849
36777,215687170
36779,297581476
36780,196156695
36782,295436578
36783,138939472
36785,171462811
36786,174121221
36789,231310711
36792,239318685
36793,131690275
36794,171418611
36795,57181405
36798,120740511
36799,213947841
36801,280845170
36802,168451877
36803,297996370
36804,302253205
36805,247050395
36806,200420585
36807,277339358
36808,204543155
36810,129525006
36811,177457582
36813,201576436
36814,132381775
36815,173234140
36817,195453723
36818,183026447
36819,102244595
36822,255306029
36823,168011250
36824,239099727
36825,136557761
36827,194266152
36828,133800100
36829,261336456
36832,124570576
36834,150538933
36835,199255181
36838,231414706
36840,131217195
36841,164478205
36844,295117160
36845,260207401
36846,215039865
36847,147228931
36849,183999220
36850,188641919
36852,196324436
36853,180800031
36855,259263507
36856,208470492
36857,182076616
36858,212758245
36859,113444723
36860,252978483
36862,271047352
36863,193811490
36864,297771244
36866,242052237
36867,187865224
36868,254836819
36869,133267799
36870,164711200
36871,105048330
36873,250364324
36874,276932452
36875,308122123
36876,289856966
36877,248474689
36879,154745722
36880,219894679
36881,145507090
36884,151960085
36885,225655173
36887,228320359
36888,176890431
36889,175849081
36890,212041058
36892,286761300
36893,239779234
36894,299905842
36895,199047397
36896,160139917
36899,215917975
36900,199121928
36919,185078775
36920,95542056
36922,162319690
36923,163027169
36925,302642693
36926,204793925
36927,216317211
36928,287812798
36929,254331891
36931,171541210
36932,295832595
36935,305697665
36936,212875606
36937,181523551
36938,239296422
36939,160844169
36941,162024985
36942,240820377
36943,294888042
36944,135545063
36945,143177422
36946,289075484
36948,298173249
36949,239306186
36950,108727716
36951,156669447
36953,154137401
36954,83572990
36955,294834367
36974,296426951
36985,213235578
36987,205204457
36990,168839130
36994,94526239
37021,193599149
37027,84610577
37028,138129129
37030,193955543
37033,202347606
37034,141680691
37035,200102265
37037,173003298
37038,143588434
37039,202128053
37040,230103206
37041,222045462
37042,130029851
37043,217892263
37044,173531795
37045,292470488
37046,252475396
37048,204624428
37049,223124802
37051,124763074
37052,118442089
37053,224777419
37054,147381026
37055,301070733
37056,193315427
37057,194487033
37059,197732882
37062,184034224
37063,203986235
37064,188893670
37065,197642964
37066,144114673
37067,239135689
37070,194282276
37071,171375833
37072,188142305
37073,181700777
37075,141918894
37076,122188548
37077,295759540
37078,177537876
37079,200035911
37080,201777630
37081,168546873
37082,172860957
37083,64657716
37084,283401578
37085,139480472
37086,143223745
37088,163924362
37089,245432485
37090,200737797
37093,142279088
37095,212544433
37096,183963121
37097,218531534
37098,199215257
37100,201678836
37101,144202828
37102,299965727
37103,223515017
37104,170174457
37106,221746589
37107,216899823
37108,164259079
37109,169308850
37111,155069128
37112,207022512
37113,233269570
37115,139433517
37116,240312742
37117,254097023
37118,130851836
37119,130440628
37121,240508393
37122,169258848
37124,146449077
37125,163801892
37126,235037893
37127,157138238
37128,171280641
37129,255706163
37131,134615317
37132,204748975
37133,158899877
37135,188491294
37137,221042905
37138,233847882
37139,184161063
37140,304032401
37141,101395260
37142,103093060
37143,150039339
37145,150386429
37147,139049885
37148,301117259
37149,244376049
37150,217756269
37151,217580279
37152,238013546
37153,130146848
37156,107383658
37158,86355338
37159,133609786
37160,185849750
37161,145722517
37162,197157593
37163,202465494
37164,133729675
37165,202625117
37166,138349389
37167,287948400
37168,215786295
37170,304435173
37171,261670300
37172,170057163
37175,198464515
37176,170557064
37177,284604128
37178,154274745
37180,201196839
37181,170048045
37182,178312427
37183,166243691
37184,130810920
37185,134282559
37196,291151096
37197,237047627
37210,175450855
37211,188052591
37212,163671750
37213,122536802
37214,120520430
37215,201708562
37216,188421568
37217,237153647
37218,175471735
37221,242803837
37222,286935538
37223,141315459
37224,218164433
37225,258225013
37226,138228336
37227,162631416
37229,152597701
37231,204970557
37232,214914991
37233,149579610
37234,208433656
37235,189675274
37236,159283849
37238,117463647
37240,228541607
37241,183288699
37242,231210957
37243,136222532
37248,211348545
37250,293706250
37271,277229584
37272,242296105
37273,199642080
37277,296212279
37282,169277417
37289,266836892
37294,295021107
37308,260567796
37317,112699561
37318,231283521
37321,166234928
37322,227535595
37323,153545980
37324,217770237
37325,169576959
37329,238481802
37330,121168851
37331,292710310
37333,167153680
37334,193539193
37335,136953993
37337,245844624
37338,177578580
37339,171986932
37340,164196144
37341,185825658
37342,144505477
37344,149144202
37347,190061555
37349,136357840
37351,192623666
37352,196435579
37353,149384813
37354,142408262
37355,178389754
37356,301047544
37357,151038065
37358,136788043
37359,152552195
37360,225773581
37361,221134306
37362,130742617
37363,297455922
37364,147810275
37365,226095163
37366,299821244
37367,183617329
37369,252282604
37371,285543474
37373,307704705
37374,224594322
37375,287122626
37376,234150209
37377,255408941
37378,148546383
37380,137939290
37381,199594907
37384,189827182
37385,215255305
37386,138918389
37387,246970452
37388,261745164
37389,247669967
37391,297838495
37393,189971720
37394,201929912
37396,195193671
37398,136301597
37400,163001223
37401,250497204
37403,136640372
37406,93907820
37407,255846501
37409,170534098
37410,186989053
37411,208985864
37412,141706846
37413,139574808
37414,185059222
37416,152019326
37417,236023531
37418,146607430
37419,115602674
37420,125355604
37421,139110840
37422,158383365
37424,282052972
37425,304084564
37427,192627895
37428,204319528
37429,154276203
37430,215727147
37431,165683591
37433,150820937
37434,206595308
37435,297059619
37436,300513907
37437,302823979
37439,139804310
37440,219747318
37441,298144216
37442,231945021
37443,241834303
37444,158481258
37445,166385573
37446,309434439
37447,151257543
37448,144059425
37449,260300423
37450,306893799
37457,147154527
37458,150968058
37459,290573962
37462,296371285
37464,144546440
37465,184332447
37466,170023764
37467,234100567
37468,172585885
37469,188573606
37470,131949880
37471,195219679
37472,150424384
37473,223187857
37474,140800500
37475,293211305
37476,224587014
37477,202906277
