,Name,IsFree,Metacritic,PCMinReqsText,PriceFinal,ReleaseDate,DLCCount
3001,The Whispered World Special Edition,False,0,Minimum:OS: Windows Vista/7Processor: 2.5 GHz (Single Core) or 2 GHz (Dual Core)Memory: 1 GB RAMGraphics: OpenGL 2.0 compatible with 256 MB RAM  Shader Model 2.0 Support (Shared Memory is not recommended)DirectX: Version 9.0cStorage: 1700 MB available spaceSound Card: DirectX 9.0c compatible,19.19,May 6 2014,0
2323,Goodbye Deponia,False,80,Minimum:OS: Windows Vista/7/8Processor: 2.5 GHz Single Core Processor or 2 GHz Dual Core ProcessorMemory: 2 GB RAMGraphics: OpenGL 2.0 compatible with 256 MB RAM (Shared Memory is not recommended)Storage: 3 GB available spaceAdditional Notes: Mouse,19.19,Oct 17 2013,1
6511,Goodbye Deponia,False,80,Minimum:OS: Windows Vista/7/8Processor: 2.5 GHz Single Core Processor or 2 GHz Dual Core ProcessorMemory: 2 GB RAMGraphics: OpenGL 2.0 compatible with 256 MB RAM (Shared Memory is not recommended)Storage: 3 GB available spaceAdditional Notes: Mouse,19.19,Oct 17 2013,1
1606,The Dark Eye: Chains of Satinav,False,75,OS: Windows VISTA/7TM                Processor: 2.5 GHz Single-Core-Processor or 2 GHz Dual-Core-Processor                Memory: 2 GB                Hard Disk Space:  6 GB                             Video Card: OpenGL2.0-compatible Graphic Card with 512 MB RAM (Shared-Memory is not recommended)                DirectX(r): 9.0c                Sound: DirectX9.0c-compatible Sound Card                Additional: Broadband Internet Connection Mouse (third mouse button and Scroll-wheel recommended),19.19,Jun 22 2012,0
1941,Chaos on Deponia,False,78,Minimum:OS:Windows Vista/7Processor:2.5 GHz (Single Core) or 2 GHz (Dual Core)Memory:2 GB RAMGraphics:OpenGL 2.0 compatible with 512 MB RAM (Shared Memory is not recommended)DirectX(r):9.0cHard Drive:5 GB HD spaceSound:DirectX compatible,19.19,Nov 6 2012,0
3582,Planet Stronghold,False,0,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardDirectX: Version 9.0c,18.99,May 5 2014,1
4092,Nicole (otome version),False,0,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardStorage: 50 MB available space,18.99,Jul 25 2014,1
4777,Dungeon Kingdom: Sign of the Moon,False,0,Minimum:OS: Windows VistaProcessor: Dual Core 2.0 GHz Intel or 2.8 GHz AMDMemory: 2 GB RAMGraphics: Shader Model 3 capable graphics card and at least 384 MB of video memoryDirectX: Version 9.0cStorage: 2 GB available spaceAdditional Notes: On low-end devices such as certain laptops play on the lowest quality level.,18.99,Nov 19 2015,0
2599,Kingdom Wars 2: Battles,False,0,Minimum:OS: Windows VistaProcessor: 2.4 GHz Dual CoreMemory: 3 GB RAMGraphics: NVIDIA GeForce GT 530 / ATI Radeon HD 6570DirectX: Version 9.0Network: Broadband Internet connectionStorage: 5 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Internet connection required to play the game. Software installations required (included with the game) include Steam Client Visual C++ 2008 Redistributable DirectX and Microsoft .NET 4.,18.99,Mar 4 2016,0
4020,SUNLESS SEA,False,81,Minimum:OS: Windows XP or laterProcessor: 2Ghz or betterMemory: 1 GB RAMGraphics: 1280x768 minimum resolution DirectX 9.0c compatible graphics cardDirectX: Version 9.0cStorage: 700 MB available spaceSound Card: DirectX 9.0c compatible,18.99,Feb 6 2015,0
4124,Altitude0: Lower & Faster,False,0,Minimum:OS: Windows XPProcessor: AMD Athlon X2 2.8 GHZ Intel Core 2 Duo 2.4 GHZMemory: 4 GB RAMGraphics: 512 MB card capable of shader 3.0DirectX: Version 9.0cStorage: 2 GB available spaceSound Card: Integrated,18.99,Sep 2014,0
8668,The Town of Light,False,0,Minimum:OS: Windows 7/8/10 64bitProcessor: Intel Core i3 or equivalent AMDMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 460 AMD Radeon HD 6770 with at least 1 GB VRAMDirectX: Version 11Storage: 8 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Supported Controllers: Xbox 360 or Xbox One compatible,18.99,Feb 26 2016,1
3377,Unclaimed World,False,0,Minimum:OS: Windows 7 Windows 8 Windows 8.1 Windows 10Graphics: DirectX 10 capable graphics cardDirectX: Version 10Storage: 880 MB available space,18.99,Mar 26 2014,0
6433,Age of Survival,False,0,Minimum:OS: Windows 7Processor: Intel: i3 2.4Ghz or higherMemory: 4 GB RAMGraphics: NVidia Geforce 460GTX / AMD Radeon HD5850DirectX: Version 9.0Network: Broadband Internet connectionStorage: 6 GB available space,18.99,Aug 25 2015,0
2457,Craft The World,False,0,Minimum:OS: Windows XP or laterProcessor: 2.0 GHz Dual Core CPUMemory: 1 GB RAMGraphics: Intel GraphicsDirectX: Version 9.0Storage: 200 MB available space,18.99,Nov 24 2014,1
12346,Icity - a Flight Sim ... and a City Builder,False,0,Minimum:OS: Windows 7 or newerProcessor: Intel Dual Core CPU 2.4 GHz or betterMemory: 4 GB RAMGraphics: OpenGL 3.0 compatible 3D graphics card with at least 1GB of RAMStorage: 250 MB available spaceSound Card: DirectX compatible sound card,18.99,Oct 19 2016,0
6332,Cue Club 2: Pool & Snooker,False,0,Minimum:OS: Windows XP / Vista / 7 / 8 / 10Processor: Intel / AMD 1.7GHz processorMemory: 512 MB RAMGraphics: Integrated or dedicated graphics cardDirectX: Version 9.0cStorage: 180 MB available spaceSound Card: Windows compatible sound cardAdditional Notes: Supports touchscreen devices,18.99,Mar 7 2016,0
8701,MechoEcho,False,0,Minimum:OS: Windows 7 or LaterProcessor: Dual Core 1.5 GhzMemory: 1 GB RAMGraphics: NVIDIA GeForce GTX 460 AMD Radeon HD 5770DirectX: Version 11Storage: 2 GB available spaceAdditional Notes: The game requires at least a DirectX 11 Graphics Card with Shader Model 4.0. Intel integrated graphics cards are not supported.,18.99,May 18 2016,0
8940,Niche - a genetics survival game,False,0,Minimum:OS: Windows Vista(r) Windows(r) 7 Windows(r) 8  Windows(r) 10Processor: 2 GHz Dual CoreMemory: 4 GB RAMGraphics: nVidia(r) 8800 GT / AMD(r) 4670 or fasterDirectX: Version 9.0cStorage: 1 GB available space,18.99,Sep 15 2016,0
4077,Overlord: Fellowship of Evil,False,0,Minimum:OS: 64 Bit Windows 7 8 or 10Processor: Intel Core i3 Series or AMD FX SeriesMemory: 4 GB RAMGraphics: AMD HD4850 or Nvidia GTS250Network: Broadband Internet connectionStorage: 5 GB available spaceSound Card: DirectX Compatible soundcardAdditional Notes: Additional Notes: Performance may be lower on some mobile hardware this spec is based on desktop hardware.,18.99,Oct 19 2015,0
6789,Energy Hook,False,0,Minimum:OS: Windows 7 or laterProcessor: i5 @ 2.5 GhzMemory: 4 GB RAMGraphics: Intel HD 4000 or comparableDirectX: Version 10Storage: 2 GB available space,17.99,Jul 5 2016,0
3576,Steam Squad,False,0,Minimum:OS: Windows XP or laterProcessor: 1.7+ GHz or betterMemory: 2 GB RAMGraphics: NVidia or ATI graphics cardStorage: 2250 MB available space,17.99,Jul 28 2016,1
7278,Epic Manager - Create Your Own Adventuring Agency!,False,0,Minimum:OS: Windows XPProcessor: Dual Core ProcessorMemory: 4 GB RAMGraphics: 720p Capable Display and ResolutionDirectX: Version 9.0Storage: 4 GB available space,17.99,Jul 25 2016,1
12669,Escape: Sierra Leone,False,0,Minimum:OS: X64 Windows 7 8 or 10Processor: Quad-core Intel or AMD 2.6 GHz or fasterMemory: 6 GB RAMGraphics: Nvidia 760DirectX: Version 11Storage: 25 GB available spaceAdditional Notes: System requirements are high in early access but should come down with time. Nivida cards seem to perform much better than their counterpart AMD cards. Linux Mac and 32 bit OS will be supported at a later date.,17.99,Dec 5 2016,0
4199,DIG IT! - A Digger Simulator,False,0,Minimum:OS: Windows Vista/7/8Processor: AMD/Intel quad-core processor running at 3.2 GHz (Intel Core i5 2nd gen or AMD FX 8350 or newer architectures are recommended)Memory: 4 GB RAMGraphics: ATI/NVIDIA dedicated or mobile graphic card with at least 1GB of dedicated VRAM and with at least DirectX 9.0c and Shader Model 4.0 support. ATI/AMD Radeon HD6850 and NVIDIA GeForce GTX460 or betterDirectX: Version 9.0cStorage: 3 GB available spaceSound Card: Integrated or dedicated DirectX 9 compatible sound cardAdditional Notes: Input devices: Keyboard and mouse,17.99,Oct 14 2014,0
9059,Outbreak: Pandemic Evolution,False,0,Minimum:OS: Windows 7 or laterProcessor: Intel/AMD x32/x64Memory: 2048 MB RAMGraphics: NVidia GeForce or AMDDirectX: Version 11Storage: 18 GB available spaceAdditional Notes: 4 GB RAM,17.99,Sep 9 2016,0
12864,Exoplanet: First Contact,False,0,Minimum:OS: Windows 7 8 10Processor: Intel Core 2 Duo 2.5 GHzMemory: 2 GB RAMGraphics: Nvidia GPU GeForce GTX 660 / AMD GPU Radeon R9 270XDirectX: Version 10Storage: 3 GB available spaceSound Card: DirectX9 CompatibleAdditional Notes: Open GL 3.2,17.99,Dec 9 2016,0
5886,East Tower - Kurenai,False,0,Minimum:OS: XPProcessor: 1 GhzMemory: 512 MB RAMStorage: 500 MB available space,17.99,Jul 30 2015,0
6167,D Series OFF ROAD Racing Simulation,False,0,Minimum:OS: Windows XP SP2 (Windows Vista and 7)Processor: Intel CPU AMD 64 CPU (1.6 GHZ)Memory: 1 GB RAMGraphics: 512 MB Pixel Shader 2.0 GPUDirectX: Version 9.0Storage: 2 GB available space,17.99,May 19 2015,0
6702,Rytmik Ultimate,False,0,Minimum:OS: Windows Vista/7/8/10Processor: Single Core 1.6 GHzMemory: 1024 MB RAMGraphics: 3D graphics card supporting DirectX with 64 MB of memoryStorage: 300 MB available spaceSound Card: A compatible sound card,17.99,Dec 10 2015,0
4056,Dragon: The Game,False,0,Minimum:OS: Windows(r) XP/Windows Vista/Windows 7/Windows 8 (latest service packs) with DX 9.0cProcessor: Intel Pentium(r) D 2.8 GHz or AMD Athlon(tm) 64 X2 4400+Memory: 2 GB RAMGraphics: NVIDIA(r) GeForce(r) 7800 GT or ATI Radeon(tm) X1950 Pro or betterDirectX: Version 9.0Storage: 4 GB available space,17.99,Nov 7 2014,0
4658,Homebrew - Vehicle Sandbox,False,0,Minimum:OS: Windows XP and higherProcessor: Dual-core or betterMemory: 3 GB RAMGraphics: Nvidia Geforce GTX 550 (1GB) or betterDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: DirectX 9.0c compatible sound cardAdditional Notes: Please make sure that you arent running Homebrew on Intel HD,17.99,Nov 14 2014,0
3759,Monstrum,False,0,Minimum:OS: Windows 7 - 32 bitProcessor: Intel / AMD - 2.4 GHz (Dual Core)Memory: 4 GB RAMGraphics: Nvidia GTX 285 / ATI Radeon HD 4870 X2 - 1GB (Direct x 9.0c / 10 / 11)DirectX: Version 9.0cStorage: 3 GB available spaceAdditional Notes: Oculus Rift requires minimum standards described here: https://www.oculus.com/en-us/blog/powering-the-rift/,17.99,May 20 2015,1
6745,Hide & Hold Out - H2o,False,0,Minimum:OS: Windows XP SP2Processor: Intel Dual-Core 2.4 GHz or similarMemory: 4 GB RAMGraphics: GeForce 560 ~ 1024 MB video RAMDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 3 GB available space,17.99,Apr 9 2016,0
9141,Pub Encounter,False,0,Minimum:OS: Windows 7Processor: 1.8 GHz Pentium 4Memory: 1 GB RAMDirectX: Version 9.0cStorage: 1 GB available spaceAdditional Notes: Resolution: 1280x720,17.99,Apr 12 2016,0
4156,NEON STRUCT,False,62,Minimum:OS: Windows XP or laterProcessor: Intel Core 2 Duo or equivalentMemory: 512 MB RAMGraphics: DirectX 9.0-compliant device with 512MB memoryDirectX: Version 9.0cStorage: 200 MB available space,17.99,May 20 2015,1
9352,Parkitect,False,0,Minimum:OS: Windows Vista Windows 7 Windows 8 Windows 10Processor: 2.3 GHz Intel i5 or comparableMemory: 2 GB RAMGraphics: Shader Model 3.0 capabilities (most cards made since ~2004 should work)DirectX: Version 9.0cStorage: 1 GB available space,17.99,May 5 2016,0
6360,Angels Fall First,False,0,Minimum:OS: Windows 7Processor: Dual Core 2ghzMemory: 4 GB RAMGraphics: Nvidia 400 series or laterDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 10 GB available spaceSound Card: Onboard sound,17.99,Oct 1 2015,0
7157,The Escapists: The Walking Dead,False,66,Minimum:OS: Windows VistaProcessor: Dual Core CPU 2.5 gHzMemory: 2 GB RAMGraphics: Intel HD Graphics 4000 Nvidia GeForce 8000 ATI Radeon HD 4800 SeriesDirectX: Version 10Storage: 1 GB available spaceSound Card: Windows Compatible CardAdditional Notes: Note: In some instances systems may require model specific drivers. If your system manufacturers no longer support hardware under this category it may not be possible to run this title. Should this be the case we are unable to assist you and recommend that you pursue support from your respective system manufacturer.,17.99,Sep 30 2015,1
3822,The Escapists,False,71,Minimum:OS: Windows XPProcessor: Dual Core CPU 2.4 gHzMemory: 2 GB RAMGraphics: Intel HD Graphics 4000 Nvidia GeForce 8000 ATI Radeon HD 4800 SeriesStorage: 2 GB available spaceSound Card: Windows Compatible CardAdditional Notes: We recommend updating your PCs hardware drivers before playing. If your PC is no longer supported by your manufacturer and your hardware drivers are very old you may experience difficulty running the game. Please check with your PC manufacturer for more details.,17.99,Feb 13 2015,5
2155,Air Conflicts: Vietnam,False,43,Minimum:OS: Windows XP/7/8/VistaProcessor: Intel Duo 2.0GHz or compatibleMemory: 1 GB RAMGraphics: DirectX 9.0 compatible graphics card (Nvidia GeForce 8800GTX+ or compatible with Shader Model 3.0)Network: Broadband Internet connectionStorage: 5 GB available spaceSound Card: DirectX compatible soundcard,17.99,Oct 2 2013,0
3581,Always Remember Me,False,0,Minimum:OS: Windows XP and newerProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardDirectX: Version 9.0c,17.99,Apr 18 2014,1
7495,Looterkings,False,0,Minimum:OS: Windows 7Processor: 25 GHz Dual-Core 64-bit CPUMemory: 4 GB RAMGraphics: Nvidia GTX 560 with 2 GB Video RamDirectX: Version 10Network: Broadband Internet connectionStorage: 3 GB available spaceAdditional Notes: These Specs are not final - we will update these during EA.,17.99,Aug 16 2016,1
2704,Frozen Hearth,False,46,Minimum:OS: Windows XP Service Pack 2Processor: Intel PentiumMemory: 2048 MB RAMGraphics: Nvidia GeForce graphics processorDirectX: Version 9.0cStorage: 5 GB available space,17.99,Dec 19 2013,1
2376,realMyst: Masterpiece Edition,False,0,Minimum:OS: Windows XP Windows 7 or Windows 8Processor: Intel Core 2 Duo 2.2 GHz; Athlon x2 2.0 GHzMemory: 4 GB RAMGraphics: 512 MB DirectX 9.0c SM 3.0 compliant video cardStorage: 3 GB available spaceSound Card: DirectX compatible sound card with latest drivers,17.99,Feb 5 2014,0
3363,Salt and Sanctuary,False,84,Minimum:OS: Windows VistaProcessor: Intel Core 2 Duo 2.8 GHz or equivalentMemory: 1 GB RAMGraphics: DirectX 10 compatible video card with shader model 3.0 supportDirectX: Version 10Storage: 2 GB available spaceSound Card: 100% DirectX 9.0c compatible sound card and driversAdditional Notes: Xbox360 Gamepad recommended,17.99,May 17 2016,0
11589,ZombVR,False,0,Minimum:OS: 7 8 10Processor: Intel i5-4590 AMD equivalent or greaterMemory: 8 GB RAMGraphics: NVIDIA GTX 960 / AMD 290 equivalent or greaterDirectX: Version 11Storage: 8 GB available spaceAdditional Notes: May function on lesser specs but VR experience may be subpar.,17.99,Sep 10 2016,0
4980,VRC PRO,False,0,Minimum:OS: Windows XP SP 3 .Net framework 3.5Processor: Hyperthreaded Intel CPU AMD Athlon 64 CPUMemory: 1 GB RAMGraphics: 256 MB Pixel Shader 2.0 graphics card (nVidia GeForce FX 5600 or ATI Radeon X600)DirectX: Version 9.0cStorage: 2 GB available spaceSound Card: Soundblaster compatible soundcard,17.99,Mar 24 2015,8
3134,Ship Simulator: Maritime Search and Rescue,False,0,Minimum:OS: Windows Vista/7/8Processor: AMD (r) Athlon 64 X2 Intel (r) Core2Duo or comparable dual core processor min. 2.4 GHzMemory: 4 GB RAMGraphics: DirectX 9.0c compatible graphics card with Shader 3.0 support (min. 1 GB VRAM 1.5 GB recommended) AMD CrossFireX is not supported AMD Radeon HD3870/NVIDIA GeForce 8800GT or better (AMD HD5870/NVIDIA GeForce GTX470 recommended)DirectX: Version 9.0cStorage: 2700 MB available spaceSound Card: Sound card,17.99,Jul 1 2014,0
9602,Avadon 3: The Warborn,False,0,Minimum:OS: VistaProcessor: 800 MhZ processorMemory: 512 MB RAMGraphics: OpenGL-compatibleStorage: 500 MB available space,17.99,Sep 14 2016,1
10581,Always Higher,False,0,Minimum:OS: Windows 7Processor: Intel Core i5Memory: 8 GB RAMGraphics: nVidia GTX970 / AMD equivalentDirectX: Version 11Storage: 4 GB available space,17.99,Jul 21 2016,0
11666,Adventurous Life VR,False,0,Minimum:OS: Windows 7 SP1 Windows 8.1 or later Windows 10Processor: Intel i5-4590 AMD FX 8350 equivalent or betterMemory: 4 GB RAMGraphics: Nvidia GeForce GTX 970 AMD Radeon R9 290 equivalent or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 3 GB available space,17.79,Sep 16 2016,0
12714,Her Majestys SPIFFING,False,0,Minimum:OS: Windows 7Processor: Intel Core i3 or equivalentMemory: 4 GB RAMGraphics: NVIDIA GeForce 9500 GT or equivalentDirectX: Version 10Storage: 4 GB available space,17.09,Dec 7 2016,0
7512,Behind You,False,0,Minimum:OS: Windows 7Processor: Intel Core i5 4670kMemory: 4 GB RAMGraphics: Geforce GTX 760DirectX: Version 8.0Network: Broadband Internet connectionStorage: 10 GB available spaceSound Card: Motherboard sound,16.99,Jun 18 2016,0
12917,Queendoom,False,0,Minimum:OS: Windows 7Processor: Intel(r) Core(tm) i5-4460 3.2GhzMemory: 4 GB RAMGraphics: NVIDIA(r) GeForce GTX 970DirectX: Version 11Storage: 3 GB available space,16.99,Nov 10 2016,0
5210,Subterrain,False,0,Minimum:OS: Windows 7Processor: Intel Core 2 Duo 2.8GHz or equivalent processorMemory: 4 GB RAMGraphics: Intel HD graphics 4400 or better - Min resolution 1280x720DirectX: Version 11Storage: 1200 MB available space,16.99,Jan 21 2016,1
12862,ROM: Extraction,False,0,Minimum:OS: Windows 7Processor: Intel i5-4590Memory: 8 GB RAMGraphics: Nvidia GeForce GTX 970 or AMD RX470DirectX: Version 11Network: Broadband Internet connectionStorage: 10 GB available spaceSound Card: DirectX Compliant Sound Card,16.99,Dec 7 2016,0
2098,Dream,False,59,Minimum:OS: Windows XP (SP3) Windows Vista (SP2) Windows 7 Windows 8Processor: 3.0 GHz Dual Core ProcessorMemory: 4 GB RAMGraphics: Shader Model 3 compliant graphics cards (GeForce GT 520/Radeon HD 3850 and above)DirectX: Version 9.0cStorage: 5 GB available spaceSound Card: DirectX 9.0c compatible 16-bit,16.99,Jul 31 2015,1
2291,Catan: Creators Edition,False,0,Minimum:OS: WinXP (SP3) Vista Win7 Win8Processor: Intel Pentium 4 or AMD K7; 2GHzMemory: 2 GB RAMGraphics: GeForce 6-Series or ATI Radeon X1000; 256 MB or higherNetwork: Broadband Internet connectionStorage: 2 GB available spaceSound Card: DirectX compatible sound card,16.99,Aug 14 2013,0
9194,Overcooked,False,81,Minimum:OS: Windows 7 (32-bit)Processor: Dual Core 2.4GhzMemory: 2 GB RAMGraphics: GeForce 8800 GT / AMD HD 6850 / Intel HD Graphics 4400 or aboveDirectX: Version 11Storage: 750 MB available spaceSound Card: DirectX Compatible Sound CardAdditional Notes: Gamepads Recommended,16.99,Aug 3 2016,0
6766,Xia Ke Feng Yun Chuan (Tale of Wuxia),False,0,Minimum:OS: Windows XP /Win7 /Win 8  (64-bit OS required)Processor: intel pentium(R)Dual-Core CPU E5200 2.50GHZ or equivalentMemory: 2 GB RAMGraphics: NVIDIA GeForce 8600GT or equivalentStorage: 20 GB available space,16.99,Apr 28 2016,0
7895,Lethe - Episode One,False,0,Minimum:OS: Windows XP SP3 (32-bit)Processor: 2.0+ GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB VRAM and Shader Model 3.0DirectX: Version 9.0cStorage: 2 GB available space,16.99,Aug 1 2016,0
6191,Windscape,False,0,Minimum:OS: Windows 7/8/10Processor: Intel i3 or AMD equivalentMemory: 4 GB RAMStorage: 2 GB available space,16.99,Sep 1 2016,0
8375,Air Missions: HIND,False,0,Minimum:OS: Windows 7 or higherProcessor: DualCore - 25 GHzMemory: 2048 MB RAMGraphics: DirectX10.1 compatible with 1GB VRAM and ShaderModel 4.0 supportDirectX: Version 10Storage: 4000 MB available spaceSound Card: DirectX compatible,16.99,Mar 21 2016,0
5582,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,False,0,Minimum:OS: Windows (64bit) 7 or higher up to dateProcessor: Intel Core2 Duo 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHzMemory: 2 GB RAMGraphics: 1024 MB video cardDirectX: Version 11Storage: 40 GB available space,16.99,Feb 4 2016,4
5728,Princess Battles,False,0,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardStorage: 121 MB available space,16.99,Apr 13 2015,0
10404,Bohemian Killing,False,45,Minimum:OS: Microsoft Windows 7 32bitProcessor: Intel Core 2 Duo 166 GHzMemory: 4 GB RAMGraphics: Radeon HD 7500G/Intel HD Graphics 3000Storage: 7 GB available space,16.99,Jul 21 2016,0
8427,Shadwen,False,0,Minimum:OS: (64 bit / 32 bit *) Windows 10 / 8 / 7 / VistaProcessor: Intel Core i3/i5/i7 1.8 GHz CPU dual-core. AMD 2.0 GHz dual-core.Memory: 4 GB RAMGraphics: NVIDIA GeForce 260 / Radeon HD 4000 Series / Intel HD Graphics 4000DirectX: Version 10Storage: 6 GB available spaceAdditional Notes: * Highest graphics detail levels are only available in 64 bit OS,16.99,May 17 2016,0
3568,The Flock,False,36,Minimum:OS: Windows XPProcessor: 2.4 Ghz Dual Core ProcessorMemory: 2 GB RAMGraphics: Intel HD 4000 or equivalent with 1GB memoryDirectX: Version 9.0cStorage: 3 GB available space,16.99,Aug 21 2015,0
4745,Wild Season,False,0,Minimum:OS: Windows 7Processor: ProcessorAMD E2-1800 1.7 GHzMemory: 2 GB RAMGraphics: AMD Radeon HD 6320DirectX: Version 9.0Storage: 800 MB available space,16.99,Dec 7 2015,0
4541,Silence of the Sleep,False,66,Minimum:OS: Vista 7 or 8Processor: Dual Core 2.0 GHzMemory: 4 GB RAMGraphics: 1024 MB card capable of shader 3.0DirectX: Version 9.0cStorage: 1500 MB available spaceSound Card: DirectX 9c CompliantAdditional Notes: Widescreen monitor (16:9) that supports refresh rate of 60Hz and minimum resolution of 1280x720.,16.99,Oct 1 2014,0
10857,Party Panic,False,0,Minimum:OS: Windows 7 8 or 10Memory: 4 GB RAMGraphics: Dedicated GPU RecommendedStorage: 500 MB available spaceAdditional Notes: OpenGL 3.2+,16.99,Jul 28 2016,0
4925,Tales of Aravorn: Seasons Of The Wolf,False,0,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardStorage: 150 MB available space,16.74,Jan 15 2015,2
8618,Drift Into Eternity,False,0,Minimum:OS: Windows XPProcessor: Intel i3Memory: 2 GB RAMGraphics: nVidia GeForce GTX 275 series or higherDirectX: Version 9.0Storage: 2 GB available space,16.49,Mar 17 2016,0
10992,Space Jones VR,False,0,Minimum:OS: WIN7Processor: I5 4570Memory: 4096 MB RAMGraphics: Geforce gtx970DirectX: Version 11Storage: 920 MB available spaceSound Card: 10.59,15.99,Aug 11 2016,0
9140,My Secret Pets!,False,0,Minimum:OS: Windows 7Processor: 1.8 GHz Pentium 4Memory: 1 GB RAMDirectX: Version 9.0cStorage: 1 GB available spaceAdditional Notes: Resolution: 1280x720,15.99,May 10 2016,0
8048,HordeZ,False,0,Minimum:OS: 7 8 8.1 10Processor: Intel Core i5 4590 or AMD FX 8350 or greaterMemory: 4 GB RAMGraphics: GeForce GTX 970 or AMD Radeon R9 290 or betterNetwork: Broadband Internet connectionStorage: 3 GB available space,15.99,Apr 29 2016,0
13261,Time Tenshi 2: Special Edition,False,0,Minimum:OS: Windows XP or aboveProcessor: Pentium 4 or aboveMemory: 1 GB RAMGraphics: 1280x720DirectX: Version 10Storage: 430 MB available space,15.99,Nov 21 2016,0
9139,Destinys Princess: A War Story A Love Story,False,0,Minimum:OS: Windows 7Processor: 1.8 GHz Pentium 4Memory: 1 GB RAMDirectX: Version 9.0cStorage: 1 GB available spaceAdditional Notes: Resolution: 1280x720,15.99,Apr 5 2016,0
3329,Warring States,False,0,Minimum:OS: Windows 7 SP1Processor: Dual Core CPU 1.6GhzMemory: 2 GB RAMGraphics: 512Mb VRAM Minimum 1024x768 resolution Intel HD 3000 and higher GeForce 8800 and higher AMD Radeon X1600 and higherDirectX: Version 9.0Storage: 2 GB available spaceSound Card: DirectX 9.0 compatibleAdditional Notes: 2gb memory is needed for 32-bit operating system 4gb memory for 64-bit windows,15.99,Oct 6 2014,0
2483,The Castle Doctrine,False,58,Minimum:OS: XP or laterProcessor: 900 MHzMemory: 40 MB RAMGraphics: Onboard GraphicsNetwork: Broadband Internet connectionStorage: 10 MB available spaceSound Card: Standard Audio,15.99,Jan 29 2014,0
13212,GemWars,False,0,Minimum:OS: Win 7 or higherProcessor: intel i5Memory: 8 GB RAMGraphics: GTX 970DirectX: Version 10Storage: 300 MB available spaceSound Card: Integrated,15.99,Nov 29 2016,0
7813,Combat Core,False,0,Minimum:OS: Windows 7Processor: Core 2 DuoMemory: 1 GB RAMGraphics: Intel HD 4000DirectX: Version 9.0cStorage: 2 GB available spaceSound Card: DirectSound DirectX9.0c Compatible Audio,15.99,Aug 18 2016,0
11011,Unbox,False,0,Minimum:OS: Windows VistaProcessor: Dual Core 2.0Ghz+Memory: 1 GB RAMGraphics: NVIDIA 9800 GTX/ AMD 7750 (DDR3) or higherStorage: 7 GB available spaceAdditional Notes: DirectInput Gamepad recommended,15.99,Sep 5 2016,1
9142,The Men of Yoshiwara: Ohgiya,False,0,Minimum:OS: Windows 7Processor: 1.8 GHz Pentium 4Memory: 1 GB RAMDirectX: Version 9.0cStorage: 1 GB available spaceAdditional Notes: Resolution: 1280x720,15.99,Apr 19 2016,0
3615,FINAL FANTASY(r) XIII,False,0,Minimum:OS: Windows(r) XP SP2 or laterProcessor: 2GHz Dual Core CPUMemory: 1 GB RAMGraphics: NVIDIA(r) Geforce(r) 8 Series/ ATI Radeon(tm) HD 2000 series VRAM 256MB or laterDirectX: Version 9.0cStorage: 60 GB available spaceSound Card: Sound card compatible with DirectX(r) 9.0cAdditional Notes:,15.99,Oct 9 2014,0
10933,TRESPASS - Episode 1,False,0,Minimum:OS: Windows 7 64bitProcessor: Intel i5-4590 / AMD FX 8350 equivalent or greaterMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 970 / AMD Radeon R9 290 equivalent or greaterDirectX: Version 11Storage: 1 GB available space,15.99,Aug 4 2016,0
12638,Stratus: Battle For The Sky,False,0,Minimum:OS: Windows 7 SP1+ 8Processor: SSE2 instruction set support.Memory: 2 GB RAMGraphics: Shader Model 2.0DirectX: Version 9.0Storage: 3 GB available space,15.99,Dec 2 2016,0
2487,Blackguards,False,68,Minimum:OS: Windows Vista SP2 Windows 7 SP1 Windows 8 (32/64 bits versions)Processor: 2 GHz Dual CoreMemory: 4 GB RAMGraphics: nVidia GeForce 8600 GT ATI Radeon HD 2600 XTDirectX: Version 9.0cStorage: 20 GB available spaceSound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers,15.99,Jan 22 2014,2
